"UniqueID","sold","biddable","startprice","condition","cellular","carrier","color","storage","productline","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
10676,0,"not biddable",285,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",30,2,"not a 99 ending"
10677,1,"biddable",79,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",100,4,"not a 99 ending"
10678,1,"biddable",99,"used","Cellular","AT&T","White","Less than 128 GB","iPad 3","no description",0,0,"99 ending"
10679,0,"not biddable",387.45,"used","No cellular","None","Black","Less than 128 GB","iPad mini","contains description",106,2,"not a 99 ending"
10680,0,"biddable",239.99,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini 2","no description",0,0,"99 ending"
10681,0,"not biddable",175,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",99,4,"not a 99 ending"
10682,0,"not biddable",438,"new","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10683,0,"biddable",140,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",98,2,"not a 99 ending"
10684,1,"biddable",139.99,"used","No cellular","None","Black","Less than 128 GB","iPad 4","no description",0,0,"99 ending"
10685,1,"biddable",99.99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10686,1,"not biddable",199,"used","Unknown","Unknown","Black","Unknown","iPad 3","contains description",96,3,"99 ending"
10687,0,"biddable",80,"used","No cellular","None","White","Unknown","iPad 1","contains description",29,2,"not a 99 ending"
10688,1,"biddable",0.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",94,2,"99 ending"
10689,1,"not biddable",200,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10690,0,"not biddable",185,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",48,7,"not a 99 ending"
10691,0,"biddable",449.99,"new","Unknown","Unknown","Gold","Less than 128 GB","iPad mini3","contains description",101,3,"99 ending"
10692,1,"biddable",49.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","contains description",101,3,"99 ending"
10693,1,"not biddable",259.99,"new","Cellular","Sprint/T-Mobile","Black","Less than 128 GB","iPad mini","contains description",12,3,"99 ending"
10694,1,"biddable",149,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini","contains description",91,74,"not a 99 ending"
10695,0,"biddable",175,"new","No cellular","None","White","Less than 128 GB","iPad mini","contains description",79,1,"not a 99 ending"
10696,1,"biddable",150,"used","Cellular","Unknown","White","Less than 128 GB","iPad 3","contains description",99,4,"not a 99 ending"
10697,1,"biddable",50,"used","Unknown","Unknown","Unknown","Less than 128 GB","iPad 1","contains description",46,0,"not a 99 ending"
10698,1,"biddable",1,"new","Cellular","Sprint/T-Mobile","Gold","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10699,1,"biddable",9.99,"used","No cellular","None","White","Less than 128 GB","iPad 1","contains description",93,4,"99 ending"
10700,0,"not biddable",319.99,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad 4","no description",0,0,"99 ending"
10701,1,"not biddable",194.95,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10702,1,"biddable",80,"used","No cellular","None","White","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10703,1,"biddable",218,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10704,1,"biddable",0.99,"used","No cellular","None","White","Less than 128 GB","iPad 4","no description",0,0,"99 ending"
10705,0,"biddable",210,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini","contains description",47,2,"not a 99 ending"
10706,0,"biddable",150,"used","No cellular","None","Black","Less than 128 GB","iPad 1","contains description",99,2,"not a 99 ending"
10707,0,"not biddable",429,"used","Cellular","Verizon","Black","Less than 128 GB","iPad mini","contains description",33,26,"not a 99 ending"
10708,1,"biddable",0.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","contains description",93,2,"99 ending"
10709,0,"not biddable",215.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10710,0,"not biddable",219.99,"new","No cellular","None","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10711,0,"not biddable",199.99,"used","No cellular","None","White","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10712,1,"biddable",0.99,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 1","contains description",70,2,"99 ending"
10713,1,"biddable",9.99,"used","No cellular","None","White","Less than 128 GB","iPad 1","contains description",93,4,"99 ending"
10714,1,"biddable",112,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",100,6,"not a 99 ending"
10715,1,"biddable",89.99,"used","Cellular","Sprint/T-Mobile","Gold","Less than 128 GB","iPad 3","contains description",4,1,"99 ending"
10716,1,"biddable",80,"used","Cellular","AT&T","Black","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10717,1,"not biddable",288,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","contains description",99,1,"not a 99 ending"
10718,0,"not biddable",159.95,"refurbished","Unknown","Unknown","Unknown","Unknown","iPad mini","contains description",56,7,"not a 99 ending"
10719,0,"not biddable",319,"used","Cellular","Sprint/T-Mobile","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10720,1,"biddable",10,"used","Cellular","Unknown","Unknown","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10721,1,"biddable",99.99,"used","No cellular","None","White","Less than 128 GB","iPad 3","contains description",41,2,"99 ending"
10722,0,"biddable",244.96,"used","No cellular","None","White","Less than 128 GB","iPad 4","contains description",95,4,"not a 99 ending"
10723,1,"biddable",56,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","contains description",98,5,"not a 99 ending"
10724,0,"not biddable",340,"new","No cellular","None","White","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10725,1,"biddable",129.99,"used","No cellular","None","Space Gray","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10726,1,"biddable",0.99,"new","No cellular","None","Black","Less than 128 GB","iPad 1","contains description",99,4,"99 ending"
10727,1,"biddable",150,"used","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10728,1,"biddable",79.97,"used","No cellular","None","Black","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10729,1,"biddable",0.99,"used","No cellular","None","Black","Less than 128 GB","iPad 3","contains description",95,6,"99 ending"
10730,1,"biddable",300,"new","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10731,0,"biddable",459,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10732,1,"not biddable",99.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
10733,0,"not biddable",209.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 3","contains description",98,1,"99 ending"
10734,1,"biddable",19.99,"refurbished","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"99 ending"
10735,0,"not biddable",80,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10736,1,"biddable",99.97,"used","Cellular","AT&T","Space Gray","Less than 128 GB","iPad mini 2","contains description",96,10,"not a 99 ending"
10737,0,"not biddable",220,"used","No cellular","None","Unknown","Less than 128 GB","iPad 3","contains description",49,1,"not a 99 ending"
10738,0,"biddable",350,"new","No cellular","None","Space Gray","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10739,0,"not biddable",169.99,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad 2","contains description",49,1,"99 ending"
10740,1,"biddable",100,"used","No cellular","None","Black","Less than 128 GB","iPad 3","contains description",56,44,"not a 99 ending"
10741,0,"biddable",199.97,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",88,2,"not a 99 ending"
10742,0,"not biddable",559.99,"new","No cellular","None","Gold","128 GB","iPad mini3","no description",0,0,"99 ending"
10743,0,"biddable",90,"used","No cellular","None","Unknown","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10744,0,"not biddable",320,"new","Unknown","Unknown","Black","Less than 128 GB","iPad Air 1/2","contains description",29,1,"not a 99 ending"
10745,1,"biddable",174,"new","Unknown","Unknown","Space Gray","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
10746,0,"not biddable",400,"new","Cellular","Sprint/T-Mobile","Unknown","128 GB","iPad 4","no description",0,0,"not a 99 ending"
10747,0,"not biddable",209,"used","Cellular","AT&T","Unknown","Less than 128 GB","iPad 4","no description",0,0,"not a 99 ending"
10748,0,"biddable",350,"new","Cellular","Sprint/T-Mobile","White","Less than 128 GB","iPad mini 2","no description",0,0,"not a 99 ending"
10749,1,"biddable",95,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10750,1,"biddable",0.99,"used","No cellular","None","Black","Less than 128 GB","iPad mini3","contains description",32,1,"99 ending"
10751,0,"not biddable",200,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10752,0,"biddable",265,"used","Cellular","Sprint/T-Mobile","Unknown","Less than 128 GB","iPad Air 1/2","contains description",105,3,"not a 99 ending"
10753,1,"biddable",0.99,"used","No cellular","None","White","Less than 128 GB","iPad 2","contains description",33,4,"99 ending"
10754,1,"not biddable",149.99,"used","No cellular","None","Black","Less than 128 GB","iPad 2","contains description",14,2,"99 ending"
10755,1,"biddable",199,"used","Cellular","AT&T","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",97,7,"99 ending"
10756,1,"biddable",125,"used","No cellular","None","Unknown","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10757,1,"biddable",75,"used","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10758,1,"biddable",0.99,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","no description",0,0,"99 ending"
10759,1,"biddable",99.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown","contains description",76,1,"99 ending"
10760,0,"biddable",150,"used","No cellular","None","Black","Less than 128 GB","Unknown","no description",0,0,"not a 99 ending"
10761,1,"biddable",0.99,"used","Cellular","Verizon","Black","Less than 128 GB","iPad 3","no description",0,0,"99 ending"
10762,0,"biddable",449.99,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"99 ending"
10763,1,"not biddable",180,"new","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10764,0,"not biddable",400,"used","No cellular","None","Black","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10765,0,"not biddable",249.99,"used","No cellular","None","Black","Less than 128 GB","iPad 3","contains description",24,2,"99 ending"
10766,0,"biddable",199,"used","No cellular","None","Black","Less than 128 GB","iPad 3","no description",0,0,"99 ending"
10767,0,"not biddable",614.99,"new","Cellular","Unknown","Space Gray","128 GB","iPad mini3","no description",0,0,"99 ending"
10768,1,"biddable",1,"used","Cellular","Verizon","Unknown","Less than 128 GB","iPad Air 1/2","contains description",65,2,"not a 99 ending"
10769,1,"biddable",0.99,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
10770,0,"not biddable",260,"refurbished","Cellular","Verizon","Unknown","Less than 128 GB","iPad mini","no description",0,0,"not a 99 ending"
10771,0,"not biddable",265,"used","No cellular","None","Unknown","Less than 128 GB","iPad 4","contains description",15,1,"not a 99 ending"
10772,0,"not biddable",129.99,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"99 ending"
10773,1,"biddable",50,"new","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10774,0,"biddable",266.05,"used","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10775,1,"biddable",485,"new","No cellular","None","Unknown","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
10776,0,"not biddable",171,"used","Cellular","Verizon","White","Less than 128 GB","iPad 2","contains description",98,2,"not a 99 ending"
10777,0,"not biddable",76,"used","No cellular","None","White","Less than 128 GB","Unknown","contains description",103,3,"not a 99 ending"
10778,1,"biddable",10,"new","Cellular","Sprint/T-Mobile","Space Gray","Less than 128 GB","iPad Air 1/2","contains description",98,10,"not a 99 ending"
10779,1,"biddable",50,"used","No cellular","None","Black","Less than 128 GB","iPad 1","no description",0,0,"not a 99 ending"
10780,1,"biddable",129,"used","No cellular","None","White","Less than 128 GB","iPad 3","no description",0,0,"not a 99 ending"
10781,1,"biddable",0.01,"used","No cellular","None","Unknown","Less than 128 GB","iPad 2","contains description",100,4,"not a 99 ending"
10782,1,"biddable",1,"refurbished","No cellular","None","White","Less than 128 GB","iPad 2","no description",0,0,"not a 99 ending"
10783,0,"not biddable",350,"new","No cellular","None","Unknown","Less than 128 GB","iPad mini3","no description",0,0,"not a 99 ending"
10784,1,"biddable",50,"new","No cellular","None","White","Less than 128 GB","iPad Air 1/2","no description",0,0,"not a 99 ending"
