"biddable","startprice","condition","cellular","carrier","color","storage","productline","sold","UniqueID","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
"biddable",0.99,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10708,"no description",93,2,"99 ending"
"not biddable",215.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,10709,"contains description",0,0,"99 ending"
"not biddable",219.99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini",0,10710,"contains description",0,0,"99 ending"
"not biddable",199.99,"used","No cellular","None","White","16/32/64 GB","iPad mini",0,10711,"contains description",0,0,"99 ending"
"biddable",0.99,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10712,"no description",70,2,"99 ending"
"biddable",9.99,"used","No cellular","None","White","16/32/64 GB","iPad 1",1,10713,"no description",93,4,"99 ending"
"biddable",112,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10714,"no description",100,6,"not a 99 ending"
"biddable",89.99,"used","Cellular","Sprint/T-Mobile","Gold","16/32/64 GB","iPad 3",1,10715,"no description",4,1,"99 ending"
"biddable",80,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 4",1,10716,"contains description",0,0,"not a 99 ending"
"not biddable",288,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",1,10717,"no description",99,1,"not a 99 ending"
"not biddable",159.95,"refurbished","Unknown","Unknown","Unknown","Unknown","iPad mini",0,10718,"no description",56,7,"not a 99 ending"
"not biddable",319,"used","Cellular","Sprint/T-Mobile","Space Gray","16/32/64 GB","iPad Air 1/2",0,10719,"contains description",0,0,"not a 99 ending"
"biddable",10,"used","Cellular","Unknown","Unknown","16/32/64 GB","iPad 3",1,10720,"contains description",0,0,"not a 99 ending"
"biddable",99.99,"used","No cellular","None","White","16/32/64 GB","iPad 3",1,10721,"no description",41,2,"99 ending"
"biddable",244.96,"used","No cellular","None","White","16/32/64 GB","iPad 4",0,10722,"no description",95,4,"not a 99 ending"
"biddable",56,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,10723,"no description",98,5,"not a 99 ending"
"not biddable",340,"new","No cellular","None","White","16/32/64 GB","iPad mini3",0,10724,"contains description",0,0,"not a 99 ending"
"biddable",129.99,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,10725,"contains description",0,0,"99 ending"
"biddable",0.99,"new","No cellular","None","Black","16/32/64 GB","iPad 1",1,10726,"no description",99,4,"99 ending"
"biddable",150,"used","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,10727,"contains description",0,0,"not a 99 ending"
"biddable",79.97,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,10728,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Black","16/32/64 GB","iPad 3",1,10729,"no description",95,6,"99 ending"
"biddable",300,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,10730,"contains description",0,0,"not a 99 ending"
"biddable",459,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,10731,"contains description",0,0,"not a 99 ending"
"not biddable",99.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,10732,"contains description",0,0,"99 ending"
"not biddable",209.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,10733,"no description",98,1,"99 ending"
"biddable",19.99,"refurbished","No cellular","None","Black","16/32/64 GB","iPad mini",1,10734,"contains description",0,0,"99 ending"
"not biddable",80,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,10735,"contains description",0,0,"not a 99 ending"
"biddable",99.97,"used","Cellular","AT&T","Space Gray","16/32/64 GB","iPad mini 2",1,10736,"no description",96,10,"not a 99 ending"
"not biddable",220,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,10737,"no description",49,1,"not a 99 ending"
"biddable",350,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",0,10738,"contains description",0,0,"not a 99 ending"
"not biddable",169.99,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 2",0,10739,"no description",49,1,"99 ending"
"biddable",100,"used","No cellular","None","Black","16/32/64 GB","iPad 3",1,10740,"no description",56,44,"not a 99 ending"
"biddable",199.97,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,10741,"no description",88,2,"not a 99 ending"
"not biddable",559.99,"new","No cellular","None","Gold","128 GB","iPad mini3",0,10742,"contains description",0,0,"99 ending"
"biddable",90,"used","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,10743,"contains description",0,0,"not a 99 ending"
"not biddable",320,"new","Unknown","Unknown","Black","16/32/64 GB","iPad Air 1/2",0,10744,"no description",29,1,"not a 99 ending"
"biddable",174,"new","Unknown","Unknown","Space Gray","16/32/64 GB","Unknown",1,10745,"contains description",0,0,"not a 99 ending"
"not biddable",400,"new","Cellular","Sprint/T-Mobile","Unknown","128 GB","iPad 4",0,10746,"contains description",0,0,"not a 99 ending"
"not biddable",209,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 4",0,10747,"contains description",0,0,"not a 99 ending"
"biddable",350,"new","Cellular","Sprint/T-Mobile","White","16/32/64 GB","iPad mini 2",0,10748,"contains description",0,0,"not a 99 ending"
"biddable",95,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 3",1,10749,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Black","16/32/64 GB","iPad mini3",1,10750,"no description",32,1,"99 ending"
"not biddable",200,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",0,10751,"contains description",0,0,"not a 99 ending"
"biddable",265,"used","Cellular","Sprint/T-Mobile","Unknown","16/32/64 GB","iPad Air 1/2",0,10752,"no description",105,3,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10753,"no description",33,4,"99 ending"
"not biddable",149.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",1,10754,"no description",14,2,"99 ending"
"biddable",199,"used","Cellular","AT&T","Space Gray","16/32/64 GB","iPad Air 1/2",1,10755,"no description",97,7,"99 ending"
"biddable",125,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",1,10756,"contains description",0,0,"not a 99 ending"
"biddable",75,"used","No cellular","None","White","16/32/64 GB","iPad 2",1,10757,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10758,"contains description",0,0,"99 ending"
"biddable",99.99,"used","Unknown","Unknown","Unknown","Unknown","Unknown",1,10759,"no description",76,1,"99 ending"
"biddable",150,"used","No cellular","None","Black","16/32/64 GB","Unknown",0,10760,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","Cellular","Verizon","Black","16/32/64 GB","iPad 3",1,10761,"contains description",0,0,"99 ending"
"biddable",449.99,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini3",0,10762,"contains description",0,0,"99 ending"
"not biddable",180,"new","No cellular","None","Black","16/32/64 GB","iPad 1",1,10763,"contains description",0,0,"not a 99 ending"
"not biddable",400,"used","No cellular","None","Black","16/32/64 GB","iPad mini",0,10764,"contains description",0,0,"not a 99 ending"
"not biddable",249.99,"used","No cellular","None","Black","16/32/64 GB","iPad 3",0,10765,"no description",24,2,"99 ending"
"biddable",199,"used","No cellular","None","Black","16/32/64 GB","iPad 3",0,10766,"contains description",0,0,"99 ending"
"not biddable",614.99,"new","Cellular","Unknown","Space Gray","128 GB","iPad mini3",0,10767,"contains description",0,0,"99 ending"
"biddable",1,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad Air 1/2",1,10768,"no description",65,2,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10769,"contains description",0,0,"99 ending"
"not biddable",260,"refurbished","Cellular","Verizon","Unknown","16/32/64 GB","iPad mini",0,10770,"contains description",0,0,"not a 99 ending"
"not biddable",265,"used","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,10771,"no description",15,1,"not a 99 ending"
"not biddable",129.99,"used","No cellular","None","Black","16/32/64 GB","iPad 1",0,10772,"contains description",0,0,"99 ending"
"biddable",50,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,10773,"contains description",0,0,"not a 99 ending"
"biddable",266.05,"used","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,10774,"contains description",0,0,"not a 99 ending"
"biddable",485,"new","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,10775,"contains description",0,0,"not a 99 ending"
"not biddable",171,"used","Cellular","Verizon","White","16/32/64 GB","iPad 2",0,10776,"no description",98,2,"not a 99 ending"
"not biddable",76,"used","No cellular","None","White","16/32/64 GB","Unknown",0,10777,"no description",103,3,"not a 99 ending"
"biddable",10,"new","Cellular","Sprint/T-Mobile","Space Gray","16/32/64 GB","iPad Air 1/2",1,10778,"no description",98,10,"not a 99 ending"
"biddable",50,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10779,"contains description",0,0,"not a 99 ending"
"biddable",129,"used","No cellular","None","White","16/32/64 GB","iPad 3",1,10780,"contains description",0,0,"not a 99 ending"
"biddable",0.01,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10781,"no description",100,4,"not a 99 ending"
"biddable",1,"refurbished","No cellular","None","White","16/32/64 GB","iPad 2",1,10782,"contains description",0,0,"not a 99 ending"
"not biddable",350,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini3",0,10783,"contains description",0,0,"not a 99 ending"
"biddable",50,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,10784,"contains description",0,0,"not a 99 ending"
"biddable",164,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,10785,"contains description",0,0,"not a 99 ending"
"biddable",249.95,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,10786,"contains description",0,0,"not a 99 ending"
"not biddable",339,"new","Unknown","Unknown","Space Gray","Unknown","Unknown",0,10787,"contains description",0,0,"not a 99 ending"
"not biddable",200,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,10788,"contains description",0,0,"not a 99 ending"
"not biddable",160,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,10789,"contains description",0,0,"not a 99 ending"
"biddable",50,"used","No cellular","None","Black","16/32/64 GB","iPad 4",1,10790,"no description",39,1,"not a 99 ending"
"biddable",395,"new","Cellular","Unknown","White","16/32/64 GB","iPad 3",0,10791,"contains description",0,0,"not a 99 ending"
"biddable",550,"used","No cellular","None","Gold","128 GB","iPad Air 1/2",1,10792,"contains description",0,0,"not a 99 ending"
"biddable",800,"new","Cellular","Unknown","Gold","128 GB","iPad Air 1/2",0,10793,"contains description",0,0,"not a 99 ending"
"biddable",525,"used","No cellular","None","White","128 GB","iPad Air 1/2",1,10794,"no description",64,4,"not a 99 ending"
"biddable",175,"used","Cellular","Sprint/T-Mobile","White","16/32/64 GB","iPad mini 2",1,10795,"no description",34,1,"not a 99 ending"
"biddable",199.99,"used","Unknown","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",1,10796,"contains description",0,0,"99 ending"
"biddable",349.99,"new","Cellular","Unknown","Space Gray","16/32/64 GB","iPad Air 1/2",1,10797,"contains description",0,0,"99 ending"
"biddable",50,"used","No cellular","None","Black","16/32/64 GB","iPad 1",1,10798,"contains description",0,0,"not a 99 ending"
"not biddable",239.99,"used","Cellular","Verizon","White","16/32/64 GB","iPad mini",1,10799,"no description",100,3,"99 ending"
"not biddable",565.95,"new","No cellular","None","Space Gray","128 GB","iPad Air 1/2",0,10800,"no description",14,3,"not a 99 ending"
"biddable",180,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",0,10801,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,10802,"contains description",0,0,"99 ending"
"not biddable",630,"used","Cellular","Verizon","White","128 GB","iPad Air 1/2",1,10803,"contains description",0,0,"not a 99 ending"
"not biddable",89,"used","Cellular","AT&T","White","16/32/64 GB","Unknown",0,10804,"no description",99,1,"not a 99 ending"
"biddable",399,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,10805,"contains description",0,0,"99 ending"
"not biddable",232.99,"new","Unknown","Unknown","Space Gray","Unknown","Unknown",0,10806,"contains description",0,0,"99 ending"
"not biddable",167.38,"used","Unknown","Unknown","Unknown","Unknown","Unknown",0,10807,"contains description",0,0,"not a 99 ending"
"biddable",65,"used","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,10808,"contains description",0,0,"not a 99 ending"
"not biddable",299,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,10809,"no description",97,5,"99 ending"
"biddable",0.99,"refurbished","No cellular","None","Black","16/32/64 GB","iPad 1",1,10810,"no description",33,4,"99 ending"
"biddable",160,"used","No cellular","None","White","16/32/64 GB","iPad mini Retina",1,10811,"contains description",0,0,"not a 99 ending"
"biddable",346,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,10812,"contains description",0,0,"not a 99 ending"
"biddable",0.01,"used","No cellular","None","Black","16/32/64 GB","iPad mini",1,10813,"contains description",0,0,"not a 99 ending"
"biddable",50,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,10814,"no description",13,0,"not a 99 ending"
"not biddable",299,"used","No cellular","None","Black","16/32/64 GB","iPad mini Retina",0,10815,"contains description",0,0,"99 ending"
"biddable",0.99,"used","No cellular","None","Gold","16/32/64 GB","iPad mini3",1,10816,"no description",34,2,"99 ending"
"biddable",0.99,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad 2",1,10817,"contains description",0,0,"99 ending"
"not biddable",249.99,"new","No cellular","None","Space Gray","16/32/64 GB","iPad mini",0,10818,"contains description",0,0,"99 ending"
"not biddable",175,"refurbished","No cellular","None","Black","16/32/64 GB","iPad mini",0,10819,"contains description",0,0,"not a 99 ending"
"biddable",0.99,"refurbished","Cellular","Unknown","Gold","16/32/64 GB","iPad Air 1/2",1,10820,"no description",97,12,"99 ending"
"not biddable",129.99,"used","No cellular","None","Black","16/32/64 GB","iPad 2",0,10821,"no description",98,6,"99 ending"
"biddable",0.99,"used","Unknown","Unknown","Unknown","16/32/64 GB","iPad 1",1,10822,"contains description",0,0,"99 ending"
"biddable",239,"used","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",1,10823,"no description",70,3,"not a 99 ending"
"not biddable",250,"new","No cellular","None","Black","16/32/64 GB","iPad 3",1,10824,"contains description",0,0,"not a 99 ending"
"biddable",150,"used","Cellular","Verizon","Unknown","16/32/64 GB","iPad mini",1,10825,"contains description",0,0,"not a 99 ending"
"biddable",75,"used","Cellular","Verizon","Black","Unknown","iPad mini",1,10826,"contains description",0,0,"not a 99 ending"
"biddable",319.99,"used","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,10827,"no description",95,12,"99 ending"
"biddable",249.97,"refurbished","Cellular","Unknown","Black","16/32/64 GB","iPad 2",0,10828,"contains description",0,0,"not a 99 ending"
"not biddable",188,"used","Cellular","AT&T","White","16/32/64 GB","Unknown",0,10829,"no description",99,1,"not a 99 ending"
"biddable",300,"new","No cellular","None","Space Gray","16/32/64 GB","iPad Air 1/2",1,10830,"contains description",0,0,"not a 99 ending"
